Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,velocity_0,velocity_1,velocity_2,velocity_3
1649348785.0321903,1,1649348785,31191825,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.0521274,2,1649348785,51174163,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.0725377,3,1649348785,71672916,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.0929058,4,1649348785,92028141,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.113138,5,1649348785,112309455,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.1335292,6,1649348785,132631301,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.1542394,7,1649348785,153333425,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.1745625,8,1649348785,173687219,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.195276,9,1649348785,194070577,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.2156143,10,1649348785,214390993,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.2358193,11,1649348785,234824180,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.256334,12,1649348785,255527496,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.2769856,13,1649348785,276009321,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.2967174,14,1649348785,296013116,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
1649348785.3177817,15,1649348785,316572666,base_link,"['front_left', 'front_right', 'rear_left', 'rear_right']",23501.0,17600.0,21727.0,19381.0,0.0,0.0,0.0,0.0
