Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1649348648.8987706,162005,1649348648,859687942,world,0.024221817031502724,0.003742524655535817,0.372348427772522,0.0338488332927227,-0.05557403340935707,-0.0028051661793142557,0.997876763343811
1649348648.8987837,162006,1649348648,859723064,world,0.023941779509186745,0.004263431299477816,0.372188001871109,0.02853447012603283,-0.04874977841973305,-0.0011650928063318133,0.9984026551246643
1649348648.8988025,162007,1649348648,862051055,world,0.02518487349152565,0.004701722413301468,0.3708641529083252,0.021160447970032692,-0.03159525245428085,0.0006646061665378511,0.9992765188217163
1649348648.9056354,162008,1649348648,869423977,world,0.026604115962982178,0.005366175435483456,0.3721141517162323,0.025260336697101593,-0.04279981926083565,-0.018899347633123398,0.9985854625701904
1649348648.9158413,162009,1649348648,876928562,world,0.024941442534327507,0.0032353270798921585,0.37243854999542236,0.041536588221788406,-0.04739890247583389,-0.0009142357739619911,0.9980117082595825
1649348648.9195757,162010,1649348648,886114024,world,0.025475656613707542,0.003342257346957922,0.3714365065097809,0.02376364730298519,-0.05331221967935562,-0.0036717199254781008,0.9982883930206299
1649348648.9195905,162011,1649348648,886154075,world,0.024274224415421486,0.004064752720296383,0.3703935146331787,0.016908099874854088,-0.046233776956796646,-0.009111247956752777,0.9987460374832153
1649348648.9231663,162012,1649348648,892488815,world,0.025911306962370872,0.004562845453619957,0.37133681774139404,0.01411536056548357,-0.049899302423000336,-0.007791238836944103,0.9986241459846497
1649348648.9314506,162013,1649348648,901241580,world,0.024796294048428535,0.00484715960919857,0.3717906177043915,0.02286742813885212,-0.04694104567170143,-0.0068435766734182835,0.9986124634742737
1649348648.9347796,162014,1649348648,903043665,world,0.023818816989660263,0.0034420595038682222,0.37223300337791443,0.026006188243627548,-0.07755199074745178,-0.003408174030482769,0.9966432452201843
1649348648.9387562,162015,1649348648,909285675,world,0.025472721084952354,0.004271449521183968,0.3725663423538208,0.023195400834083557,-0.06343714892864227,-0.006318689323961735,0.9976962804794312
